t,x0,x1
2.3375,0.7202,-0.693767
2.34,0.718463,-0.695565
2.3425,0.716722,-0.697359
2.345,0.714976,-0.699149
2.3475,0.713226,-0.700934
2.35,0.711472,-0.702715
2.3525,0.709713,-0.704491
2.355,0.707949,-0.706263
2.3575,0.706181,-0.708031
2.36,0.704409,-0.709794
2.3625,0.702632,-0.711553
2.365,0.700851,-0.713307
2.3675,0.699066,-0.715057
2.37,0.697276,-0.716803
2.3725,0.695482,-0.718544
2.375,0.693683,-0.72028
2.3775,0.69188,-0.722012
2.38,0.690073,-0.72374
2.3825,0.688262,-0.725463
2.385,0.686446,-0.727181
2.3875,0.684626,-0.728895
2.39,0.682801,-0.730604
2.3925,0.680973,-0.732309
2.395,0.67914,-0.734009
2.3975,0.677303,-0.735704
2.4,0.675461,-0.737395
2.4025,0.673616,-0.739082
2.405,0.671766,-0.740763
2.4075,0.669912,-0.742441
2.41,0.668054,-0.744113
2.4125,0.666191,-0.745781
2.415,0.664325,-0.747444
2.4175,0.662454,-0.749102
2.42,0.660579,-0.750756
2.4225,0.6587,-0.752405
2.425,0.656817,-0.75405
2.4275,0.65493,-0.755689
2.43,0.653039,-0.757324
2.4325,0.651143,-0.758955
2.435,0.649244,-0.76058
2.4375,0.647341,-0.762201
2.44,0.645433,-0.763817
2.4425,0.643522,-0.765428
2.445,0.641606,-0.767034
2.4475,0.639686,-0.768636
2.45,0.637763,-0.770233
2.4525,0.635835,-0.771825
2.455,0.633904,-0.773412
2.4575,0.631968,-0.774994
2.46,0.630029,-0.776572
2.4625,0.628085,-0.778145
2.465,0.626138,-0.779712
2.4675,0.624187,-0.781275
2.47,0.622232,-0.782833
2.4725,0.620273,-0.784386
2.475,0.61831,-0.785935
2.4775,0.616343,-0.787478
2.48,0.614372,-0.789016
2.4825,0.612398,-0.79055
2.485,0.610419,-0.792078
2.4875,0.608437,-0.793602
2.49,0.606451,-0.795121
2.4925,0.604462,-0.796634
2.495,0.602468,-0.798143
2.4975,0.600471,-0.799646
2.5,0.59847,-0.801145
2.5025,0.596465,-0.802639
2.505,0.594457,-0.804128
2.5075,0.592445,-0.805611
2.51,0.590429,-0.80709
2.5125,0.588409,-0.808563
2.515,0.586386,-0.810032
2.5175,0.584359,-0.811495
2.52,0.582329,-0.812954
2.5225,0.580294,-0.814407
2.525,0.578256,-0.815855
2.5275,0.576215,-0.817298
2.53,0.57417,-0.818736
2.5325,0.572121,-0.820169
2.535,0.570069,-0.821597
2.5375,0.568013,-0.823019
2.54,0.565954,-0.824437
2.5425,0.563891,-0.825849
2.545,0.561825,-0.827256
2.5475,0.559755,-0.828658
2.55,0.557682,-0.830055
2.5525,0.555605,-0.831447
2.555,0.553524,-0.832833
2.5575,0.55144,-0.834214
2.56,0.549353,-0.83559
2.5625,0.547263,-0.836961
2.565,0.545168,-0.838327
2.5675,0.543071,-0.839687
2.57,0.54097,-0.841042
2.5725,0.538866,-0.842392
2.575,0.536758,-0.843736
2.5775,0.534647,-0.845076
2.58,0.532533,-0.846409
2.5825,0.530415,-0.847738
2.585,0.528294,-0.849062
2.5875,0.52617,-0.85038
2.59,0.524042,-0.851692
2.5925,0.521911,-0.853
2.595,0.519777,-0.854302
2.5975,0.51764,-0.855599
2.6,0.515499,-0.85689
2.6025,0.513355,-0.858176
2.605,0.511208,-0.859457
2.6075,0.509058,-0.860732
2.61,0.506905,-0.862002
2.6125,0.504748,-0.863267
2.615,0.502588,-0.864526
2.6175,0.500425,-0.86578
2.62,0.498259,-0.867028
2.6225,0.49609,-0.868271
2.625,0.493918,-0.869509
2.6275,0.491743,-0.870741
2.63,0.489564,-0.871967
2.6325,0.487383,-0.873188
2.635,0.485198,-0.874404
2.6375,0.483011,-0.875614
2.64,0.48082,-0.876819
2.6425,0.478627,-0.878019
2.645,0.47643,-0.879212
2.6475,0.474231,-0.880401
2.65,0.472028,-0.881584
2.6525,0.469823,-0.882761
2.655,0.467614,-0.883933
2.6575,0.465403,-0.885099
2.66,0.463189,-0.88626
2.6625,0.460972,-0.887415
2.665,0.458752,-0.888564
2.6675,0.456529,-0.889709
2.67,0.454303,-0.890847
2.6725,0.452075,-0.89198
2.675,0.449843,-0.893108
2.6775,0.447609,-0.894229
2.68,0.445372,-0.895346
2.6825,0.443132,-0.896456
2.685,0.44089,-0.897561
2.6875,0.438645,-0.898661
2.69,0.436397,-0.899754
2.6925,0.434146,-0.900843
2.695,0.431892,-0.901925
2.6975,0.429636,-0.903002
2.7,0.427377,-0.904073
2.7025,0.425116,-0.905139
2.705,0.422852,-0.906199
2.7075,0.420585,-0.907253
2.71,0.418315,-0.908302
2.7125,0.416043,-0.909345
2.715,0.413769,-0.910382
2.7175,0.411491,-0.911414
2.72,0.409212,-0.91244
2.7225,0.406929,-0.91346
2.725,0.404644,-0.914474
2.7275,0.402357,-0.915483
2.73,0.400067,-0.916486
2.7325,0.397774,-0.917483
2.735,0.395479,-0.918475
2.7375,0.393182,-0.919461
2.74,0.390882,-0.920441
2.7425,0.38858,-0.921415
2.745,0.386275,-0.922384
2.7475,0.383968,-0.923346
2.75,0.381658,-0.924303
2.7525,0.379346,-0.925255
2.755,0.377032,-0.9262
2.7575,0.374715,-0.92714
2.76,0.372396,-0.928074
2.7625,0.370075,-0.929002
2.765,0.367751,-0.929924
2.7675,0.365425,-0.930841
2.77,0.363097,-0.931751
2.7725,0.360767,-0.932656
2.775,0.358434,-0.933555
2.7775,0.356099,-0.934448
2.78,0.353762,-0.935336
2.7825,0.351422,-0.936217
2.785,0.349081,-0.937093
2.7875,0.346737,-0.937962
2.79,0.344391,-0.938826
2.7925,0.342043,-0.939684
2.795,0.339692,-0.940537
2.7975,0.33734,-0.941383
2.8,0.334985,-0.942223
2.8025,0.332629,-0.943058
2.805,0.33027,-0.943886
2.8075,0.327909,-0.944709
2.81,0.325547,-0.945526
2.8125,0.323182,-0.946337
2.815,0.320815,-0.947142
2.8175,0.318446,-0.947941
2.82,0.316075,-0.948734
2.8225,0.313702,-0.949521
2.825,0.311328,-0.950303
2.8275,0.308951,-0.951078
2.83,0.306572,-0.951847
2.8325,0.304192,-0.952611
2.835,0.301809,-0.953368
2.8375,0.299425,-0.95412
2.84,0.297039,-0.954866
2.8425,0.29465,-0.955605
2.845,0.292261,-0.956339
2.8475,0.289869,-0.957066
2.85,0.287475,-0.957788
2.8525,0.28508,-0.958504
2.855,0.282683,-0.959213
2.8575,0.280284,-0.959917
2.86,0.277883,-0.960615
2.8625,0.275481,-0.961307
2.865,0.273077,-0.961992
2.8675,0.270671,-0.962672
2.87,0.268263,-0.963346
2.8725,0.265854,-0.964013
2.875,0.263443,-0.964675
2.8775,0.261031,-0.965331
2.88,0.258616,-0.96598
2.8825,0.256201,-0.966624
2.885,0.253783,-0.967261
2.8875,0.251364,-0.967893
2.89,0.248944,-0.968518
2.8925,0.246522,-0.969137
2.895,0.244098,-0.969751
2.8975,0.241673,-0.970358
2.9,0.239246,-0.970959
2.9025,0.236818,-0.971554
2.905,0.234389,-0.972143
2.9075,0.231958,-0.972726
2.91,0.229525,-0.973303
2.9125,0.227091,-0.973874
2.915,0.224656,-0.974438
2.9175,0.222219,-0.974997
2.92,0.219781,-0.975549
2.9225,0.217341,-0.976096
2.925,0.2149,-0.976636
2.9275,0.212458,-0.97717
2.93,0.210014,-0.977698
2.9325,0.207569,-0.97822
2.935,0.205123,-0.978736
2.9375,0.202676,-0.979246
2.94,0.200227,-0.97975
2.9425,0.197777,-0.980247
2.945,0.195326,-0.980738
2.9475,0.192873,-0.981224
2.95,0.19042,-0.981703
2.9525,0.187965,-0.982176
2.955,0.185509,-0.982643
2.9575,0.183052,-0.983103
2.96,0.180593,-0.983558
2.9625,0.178134,-0.984006
2.965,0.175673,-0.984449
2.9675,0.173212,-0.984885
2.97,0.170749,-0.985315
2.9725,0.168285,-0.985738
2.975,0.16582,-0.986156
2.9775,0.163354,-0.986567
2.98,0.160887,-0.986973
2.9825,0.158419,-0.987372
2.985,0.15595,-0.987765
2.9875,0.15348,-0.988152
2.99,0.15101,-0.988532
2.9925,0.148538,-0.988907
2.995,0.146065,-0.989275
2.9975,0.143591,-0.989637
3,0.141117,-0.989993
3.0025,0.138641,-0.990343
3.005,0.136165,-0.990686
3.0075,0.133688,-0.991023
3.01,0.13121,-0.991355
3.0125,0.128731,-0.99168
3.015,0.126252,-0.991998
3.0175,0.123771,-0.992311
3.02,0.12129,-0.992617
3.0225,0.118808,-0.992917
3.025,0.116326,-0.993211
3.0275,0.113842,-0.993499
3.03,0.111358,-0.99378
3.0325,0.108873,-0.994056
3.035,0.106388,-0.994325
3.0375,0.103902,-0.994588
3.04,0.101415,-0.994844
3.0425,0.0989274,-0.995095
3.045,0.0964394,-0.995339
3.0475,0.0939507,-0.995577
3.05,0.0914615,-0.995809
3.0525,0.0889717,-0.996034
3.055,0.0864813,-0.996253
3.0575,0.0839904,-0.996467
3.06,0.081499,-0.996673
3.0625,0.079007,-0.996874
3.065,0.0765146,-0.997068
3.0675,0.0740217,-0.997257
3.07,0.0715283,-0.997439
3.0725,0.0690345,-0.997614
3.075,0.0665403,-0.997784
3.0775,0.0640456,-0.997947
3.08,0.0615505,-0.998104
3.0825,0.0590551,-0.998255
3.085,0.0565592,-0.998399
3.0875,0.0540631,-0.998538
3.09,0.0515666,-0.99867
3.0925,0.0490697,-0.998795
3.095,0.0465726,-0.998915
3.0975,0.0440751,-0.999028
3.1,0.0415774,-0.999135
3.1025,0.0390795,-0.999236
3.105,0.0365813,-0.999331
3.1075,0.0340828,-0.999419
3.11,0.0315842,-0.999501
3.1125,0.0290853,-0.999577
3.115,0.0265863,-0.999647
3.1175,0.0240871,-0.99971
3.12,0.0215877,-0.999767
3.1225,0.0190882,-0.999818
3.125,0.0165886,-0.999862
3.1275,0.0140889,-0.999901
3.13,0.0115891,-0.999933
3.1325,0.00908927,-0.999959
3.135,0.00658934,-0.999978
3.1375,0.00408937,-0.999992
3.14,0.00158938,-0.999999
3.1425,-0.00091062,-1
3.145,-0.00341062,-0.999994
3.1475,-0.00591059,-0.999983
3.15,-0.00841053,-0.999965
3.1525,-0.0109104,-0.99994
3.155,-0.0134102,-0.99991
3.1575,-0.01591,-0.999873
3.16,-0.0184096,-0.999831
3.1625,-0.0209091,-0.999781
3.165,-0.0234085,-0.999726
3.1675,-0.0259077,-0.999664
3.17,-0.0284068,-0.999596
3.1725,-0.0309057,-0.999522
3.175,-0.0334044,-0.999442
3.1775,-0.0359029,-0.999355
3.18,-0.0384012,-0.999262
3.1825,-0.0408993,-0.999163
3.185,-0.043397,-0.999058
3.1875,-0.0458945,-0.998946
3.19,-0.0483918,-0.998828
3.1925,-0.0508887,-0.998704
3.195,-0.0533853,-0.998574
3.1975,-0.0558816,-0.998437
3.2,-0.0583775,-0.998295
3.2025,-0.060873,-0.998146
3.205,-0.0633682,-0.99799
3.2075,-0.065863,-0.997829
3.21,-0.0683573,-0.997661
3.2125,-0.0708513,-0.997487
3.215,-0.0733448,-0.997307
3.2175,-0.0758378,-0.99712
3.22,-0.0783304,-0.996927
3.2225,-0.0808225,-0.996729
3.225,-0.083314,-0.996523
3.2275,-0.0858051,-0.996312
3.23,-0.0882956,-0.996094
3.2325,-0.0907855,-0.99587
3.235,-0.0932749,-0.99564
3.2375,-0.0957637,-0.995404
3.24,-0.098252,-0.995162
3.2425,-0.10074,-0.994913
3.245,-0.103227,-0.994658
3.2475,-0.105713,-0.994397
3.25,-0.108199,-0.994129
3.2525,-0.110683,-0.993856
3.255,-0.113168,-0.993576
3.2575,-0.115651,-0.99329
3.26,-0.118134,-0.992998
3.2625,-0.120616,-0.992699
3.265,-0.123098,-0.992395
3.2675,-0.125578,-0.992084
3.27,-0.128058,-0.991767
3.2725,-0.130537,-0.991443
3.275,-0.133015,-0.991114
3.2775,-0.135493,-0.990778
3.28,-0.137969,-0.990437
3.2825,-0.140445,-0.990089
3.285,-0.14292,-0.989734
3.2875,-0.145394,-0.989374
3.29,-0.147867,-0.989007
3.2925,-0.150339,-0.988635
3.295,-0.15281,-0.988256
3.2975,-0.15528,-0.987871
3.3,-0.157749,-0.987479
3.3025,-0.160217,-0.987082
3.305,-0.162684,-0.986678
3.3075,-0.165151,-0.986268
3.31,-0.167616,-0.985852
3.3125,-0.17008,-0.98543
3.315,-0.172543,-0.985002
3.3175,-0.175005,-0.984568
3.32,-0.177466,-0.984127
3.3225,-0.179926,-0.98368
3.325,-0.182384,-0.983227
3.3275,-0.184842,-0.982768
3.33,-0.187298,-0.982303
3.3325,-0.189753,-0.981832
3.335,-0.192207,-0.981354
3.3375,-0.19466,-0.980871
3.34,-0.197112,-0.980381
3.3425,-0.199562,-0.979885
3.345,-0.202011,-0.979383
3.3475,-0.204459,-0.978875
3.35,-0.206905,-0.978361
3.3525,-0.209351,-0.977841
3.355,-0.211795,-0.977314
3.3575,-0.214237,-0.976782
3.36,-0.216678,-0.976243
3.3625,-0.219118,-0.975698
3.365,-0.221557,-0.975147
3.3675,-0.223994,-0.97459
3.37,-0.22643,-0.974027
3.3725,-0.228864,-0.973458
3.375,-0.231297,-0.972883
3.3775,-0.233729,-0.972302
3.38,-0.236159,-0.971714
3.3825,-0.238587,-0.971121
3.385,-0.241014,-0.970522
3.3875,-0.24344,-0.969916
3.39,-0.245864,-0.969304
3.3925,-0.248286,-0.968687
3.395,-0.250707,-0.968063
3.3975,-0.253127,-0.967433
3.4,-0.255545,-0.966797
3.4025,-0.257961,-0.966155
3.405,-0.260375,-0.965507
3.4075,-0.262788,-0.964854
3.41,-0.2652,-0.964194
3.4125,-0.267609,-0.963528
3.415,-0.270017,-0.962856
3.4175,-0.272424,-0.962177
3.42,-0.274828,-0.961493
3.4225,-0.277231,-0.960803
3.425,-0.279632,-0.960107
3.4275,-0.282032,-0.959405
3.43,-0.284429,-0.958697
3.4325,-0.286825,-0.957983
3.435,-0.289219,-0.957263
3.4375,-0.291611,-0.956537
3.44,-0.294002,-0.955805
3.4425,-0.29639,-0.955067
3.445,-0.298777,-0.954323
3.4475,-0.301162,-0.953573
3.45,-0.303545,-0.952817
3.4525,-0.305926,-0.952055
3.455,-0.308305,-0.951288
3.4575,-0.310682,-0.950514
3.46,-0.313058,-0.949734
3.4625,-0.315431,-0.948948
3.465,-0.317803,-0.948157
3.4675,-0.320172,-0.947359
3.47,-0.322539,-0.946556
3.4725,-0.324905,-0.945747
3.475,-0.327268,-0.944932
3.4775,-0.329629,-0.94411
3.48,-0.331989,-0.943283
3.4825,-0.334346,-0.94245
3.485,-0.336701,-0.941612
3.4875,-0.339054,-0.940767
3.49,-0.341405,-0.939916
3.4925,-0.343753,-0.93906
3.495,-0.3461,-0.938198
3.4975,-0.348444,-0.937329
3.5,-0.350787,-0.936455
3.5025,-0.353127,-0.935576
3.505,-0.355465,-0.93469
3.5075,-0.3578,-0.933798
3.51,-0.360134,-0.932901
3.5125,-0.362465,-0.931998
3.515,-0.364794,-0.931088
3.5175,-0.36712,-0.930174
3.52,-0.369444,-0.929253
3.5225,-0.371766,-0.928326
3.525,-0.374086,-0.927394
3.5275,-0.376403,-0.926456
3.53,-0.378718,-0.925512
3.5325,-0.381031,-0.924562
3.535,-0.383341,-0.923607
3.5375,-0.385649,-0.922646
3.54,-0.387954,-0.921679
3.5425,-0.390257,-0.920706
3.545,-0.392558,-0.919727
3.5475,-0.394856,-0.918743
3.55,-0.397152,-0.917753
3.5525,-0.399445,-0.916757
3.555,-0.401735,-0.915756
3.5575,-0.404023,-0.914749
3.56,-0.406309,-0.913736
3.5625,-0.408592,-0.912717
3.565,-0.410873,-0.911693
3.5675,-0.413151,-0.910663
3.57,-0.415426,-0.909627
3.5725,-0.417699,-0.908586
3.575,-0.419969,-0.907538
3.5775,-0.422236,-0.906486
3.58,-0.424501,-0.905427
3.5825,-0.426764,-0.904363
3.585,-0.429023,-0.903293
3.5875,-0.43128,-0.902218
3.59,-0.433534,-0.901137
3.5925,-0.435786,-0.90005
3.595,-0.438035,-0.898958
3.5975,-0.440281,-0.89786
3.6,-0.442524,-0.896757
3.6025,-0.444764,-0.895648
3.605,-0.447002,-0.894533
3.6075,-0.449237,-0.893413
3.61,-0.451469,-0.892287
3.6125,-0.453698,-0.891155
3.615,-0.455925,-0.890018
3.6175,-0.458149,-0.888876
3.62,-0.460369,-0.887728
3.6225,-0.462587,-0.886574
3.625,-0.464802,-0.885415
3.6275,-0.467014,-0.88425
3.63,-0.469223,-0.88308
3.6325,-0.47143,-0.881904
3.635,-0.473633,-0.880722
3.6375,-0.475833,-0.879536
3.64,-0.478031,-0.878343
3.6425,-0.480225,-0.877145
3.645,-0.482416,-0.875942
3.6475,-0.484605,-0.874733
3.65,-0.48679,-0.873519
3.6525,-0.488972,-0.872299
3.655,-0.491151,-0.871074
3.6575,-0.493328,-0.869844
3.66,-0.495501,-0.868608
3.6625,-0.497671,-0.867366
3.665,-0.499838,-0.866119
3.6675,-0.502001,-0.864867
3.67,-0.504162,-0.863609
3.6725,-0.506319,-0.862346
3.675,-0.508474,-0.861078
3.6775,-0.510625,-0.859804
3.68,-0.512773,-0.858524
3.6825,-0.514917,-0.85724
3.685,-0.517059,-0.85595
3.6875,-0.519197,-0.854655
3.69,-0.521332,-0.853354
3.6925,-0.523464,-0.852048
3.695,-0.525592,-0.850737
3.6975,-0.527718,-0.84942
3.7,-0.529839,-0.848098
3.7025,-0.531958,-0.846771
3.705,-0.534073,-0.845438
3.7075,-0.536185,-0.8441
3.71,-0.538294,-0.842757
3.7125,-0.540399,-0.841409
3.715,-0.542501,-0.840055
3.7175,-0.544599,-0.838696
3.72,-0.546694,-0.837332
3.7225,-0.548786,-0.835963
3.725,-0.550874,-0.834588
3.7275,-0.552959,-0.833209
3.73,-0.55504,-0.831824
3.7325,-0.557118,-0.830433
3.735,-0.559192,-0.829038
3.7375,-0.561263,-0.827637
3.74,-0.563331,-0.826232
3.7425,-0.565394,-0.824821
3.745,-0.567455,-0.823405
3.7475,-0.569511,-0.821983
3.75,-0.571565,-0.820557
3.7525,-0.573614,-0.819126
3.755,-0.57566,-0.817689
3.7575,-0.577703,-0.816247
3.76,-0.579741,-0.814801
3.7625,-0.581777,-0.813349
3.765,-0.583808,-0.811892
3.7675,-0.585836,-0.81043
3.77,-0.58786,-0.808962
3.7725,-0.589881,-0.80749
3.775,-0.591898,-0.806013
3.7775,-0.593911,-0.804531
3.78,-0.59592,-0.803044
3.7825,-0.597926,-0.801551
3.785,-0.599928,-0.800054
3.7875,-0.601926,-0.798552
3.79,-0.603921,-0.797044
3.7925,-0.605912,-0.795532
3.795,-0.607899,-0.794015
3.7975,-0.609882,-0.792492
3.8,-0.611861,-0.790965
3.8025,-0.613837,-0.789433
3.805,-0.615808,-0.787896
3.8075,-0.617776,-0.786354
3.81,-0.61974,-0.784807
3.8125,-0.6217,-0.783255
3.815,-0.623656,-0.781699
3.8175,-0.625609,-0.780137
3.82,-0.627557,-0.778571
3.8225,-0.629501,-0.776999
3.825,-0.631442,-0.775423
3.8275,-0.633379,-0.773842
3.83,-0.635311,-0.772256
3.8325,-0.63724,-0.770666
3.835,-0.639164,-0.76907
3.8375,-0.641085,-0.76747
3.84,-0.643002,-0.765865
3.8425,-0.644914,-0.764255
3.845,-0.646823,-0.76264
3.8475,-0.648728,-0.761021
3.85,-0.650628,-0.759396
3.8525,-0.652525,-0.757768
3.855,-0.654417,-0.756134
3.8575,-0.656305,-0.754495
3.86,-0.65819,-0.752852
3.8625,-0.66007,-0.751204
3.865,-0.661946,-0.749552
3.8675,-0.663817,-0.747895
3.87,-0.665685,-0.746233
3.8725,-0.667549,-0.744566
3.875,-0.669408,-0.742895
3.8775,-0.671263,-0.741219
3.88,-0.673114,-0.739539
3.8825,-0.674961,-0.737854
3.885,-0.676803,-0.736164
3.8875,-0.678641,-0.73447
3.89,-0.680476,-0.732771
3.8925,-0.682305,-0.731067
3.895,-0.684131,-0.729359
3.8975,-0.685952,-0.727647
3.9,-0.687769,-0.72593
3.9025,-0.689582,-0.724208
3.905,-0.69139,-0.722482
3.9075,-0.693194,-0.720751
3.91,-0.694994,-0.719016
3.9125,-0.696789,-0.717276
3.915,-0.69858,-0.715532
3.9175,-0.700367,-0.713783
3.92,-0.702149,-0.71203
3.9225,-0.703927,-0.710272
3.925,-0.705701,-0.70851
3.9275,-0.70747,-0.706744
3.93,-0.709234,-0.704973
3.9325,-0.710994,-0.703198
3.935,-0.71275,-0.701418
3.9375,-0.714502,-0.699634
3.94,-0.716248,-0.697845
3.9425,-0.717991,-0.696053
3.945,-0.719729,-0.694255
3.9475,-0.721462,-0.692454
3.95,-0.723191,-0.690648
3.9525,-0.724915,-0.688838
3.955,-0.726635,-0.687024
3.9575,-0.72835,-0.685205
3.96,-0.730061,-0.683382
3.9625,-0.731767,-0.681555
3.965,-0.733469,-0.679723
3.9675,-0.735166,-0.677887
3.97,-0.736858,-0.676047
3.9725,-0.738546,-0.674203
3.975,-0.740229,-0.672354
3.9775,-0.741908,-0.670502
3.98,-0.743582,-0.668645
3.9825,-0.745251,-0.666784
3.985,-0.746916,-0.664919
3.9875,-0.748576,-0.663049
3.99,-0.750231,-0.661176
3.9925,-0.751882,-0.659298
3.995,-0.753528,-0.657416
3.9975,-0.755169,-0.65553
4,-0.756805,-0.65364
4.0025,-0.758437,-0.651746
4.005,-0.760064,-0.649848
4.0075,-0.761686,-0.647946
4.01,-0.763304,-0.64604
4.0125,-0.764916,-0.64413
4.015,-0.766524,-0.642215
4.0175,-0.768127,-0.640297
4.02,-0.769726,-0.638375
4.0225,-0.771319,-0.636448
4.025,-0.772908,-0.634518
4.0275,-0.774492,-0.632584
4.03,-0.776071,-0.630646
4.0325,-0.777645,-0.628703
4.035,-0.779214,-0.626757
4.0375,-0.780779,-0.624807
4.04,-0.782339,-0.622853
4.0425,-0.783893,-0.620896
4.045,-0.785443,-0.618934
4.0475,-0.786988,-0.616968
4.05,-0.788528,-0.614999
4.0525,-0.790063,-0.613026
4.055,-0.791593,-0.611049
4.0575,-0.793118,-0.609068
4.06,-0.794638,-0.607083
4.0625,-0.796154,-0.605095
4.065,-0.797664,-0.603102
4.0675,-0.799169,-0.601106
4.07,-0.800669,-0.599107
4.0725,-0.802165,-0.597103
4.075,-0.803655,-0.595096
4.0775,-0.80514,-0.593085
4.08,-0.80662,-0.59107
4.0825,-0.808095,-0.589052
4.085,-0.809566,-0.58703
4.0875,-0.811031,-0.585004
4.09,-0.812491,-0.582974
4.0925,-0.813945,-0.580941
4.095,-0.815395,-0.578905
4.0975,-0.81684,-0.576864
4.1,-0.81828,-0.57482
4.1025,-0.819714,-0.572773
4.105,-0.821143,-0.570722
4.1075,-0.822568,-0.568667
4.11,-0.823987,-0.566609
4.1125,-0.825401,-0.564547
4.115,-0.82681,-0.562482
4.1175,-0.828213,-0.560413
4.12,-0.829612,-0.558341
4.1225,-0.831005,-0.556265
4.125,-0.832393,-0.554186
4.1275,-0.833776,-0.552103
4.13,-0.835153,-0.550017
4.1325,-0.836526,-0.547927
4.135,-0.837893,-0.545834
4.1375,-0.839255,-0.543738
4.14,-0.840612,-0.541638
4.1425,-0.841963,-0.539535
4.145,-0.843309,-0.537428
4.1475,-0.84465,-0.535318
4.15,-0.845986,-0.533205
4.1525,-0.847316,-0.531088
4.155,-0.848641,-0.528969
4.1575,-0.849961,-0.526845
4.16,-0.851276,-0.524719
4.1625,-0.852585,-0.522589
4.165,-0.853889,-0.520456
4.1675,-0.855187,-0.518319
4.17,-0.85648,-0.51618
4.1725,-0.857768,-0.514037
4.175,-0.85905,-0.511891
4.1775,-0.860327,-0.509742
4.18,-0.861599,-0.507589
4.1825,-0.862865,-0.505434
4.185,-0.864126,-0.503275
4.1875,-0.865382,-0.501113
4.19,-0.866632,-0.498948
4.1925,-0.867877,-0.49678
4.195,-0.869116,-0.494609
4.1975,-0.87035,-0.492434
4.2,-0.871578,-0.490257
4.2025,-0.872801,-0.488077
4.205,-0.874018,-0.485893
4.2075,-0.87523,-0.483706
4.21,-0.876437,-0.481517
4.2125,-0.877638,-0.479324
4.215,-0.878833,-0.477129
4.2175,-0.880024,-0.47493
4.22,-0.881208,-0.472729
4.2225,-0.882387,-0.470524
4.225,-0.883561,-0.468317
4.2275,-0.884729,-0.466106
4.23,-0.885891,-0.463893
4.2325,-0.887048,-0.461677
4.235,-0.8882,-0.459458
4.2375,-0.889346,-0.457236
4.24,-0.890486,-0.455011
4.2425,-0.891621,-0.452783
4.245,-0.89275,-0.450553
4.2475,-0.893873,-0.44832
4.25,-0.894991,-0.446084
4.2525,-0.896104,-0.443845
4.255,-0.897211,-0.441603
4.2575,-0.898312,-0.439359
4.26,-0.899407,-0.437111
4.2625,-0.900497,-0.434862
4.265,-0.901582,-0.432609
4.2675,-0.90266,-0.430354
4.27,-0.903733,-0.428096
4.2725,-0.904801,-0.425835
4.275,-0.905863,-0.423572
4.2775,-0.906919,-0.421306
4.28,-0.907969,-0.419037
4.2825,-0.909014,-0.416766
4.285,-0.910053,-0.414492
4.2875,-0.911086,-0.412216
4.29,-0.912114,-0.409937
4.2925,-0.913136,-0.407655
4.295,-0.914152,-0.405371
4.2975,-0.915163,-0.403084
4.3,-0.916168,-0.400795
4.3025,-0.917167,-0.398503
4.305,-0.91816,-0.396209
4.3075,-0.919148,-0.393913
4.31,-0.92013,-0.391613
4.3125,-0.921106,-0.389312
4.315,-0.922076,-0.387008
4.3175,-0.923041,-0.384702
4.32,-0.924,-0.382393
4.3225,-0.924953,-0.380082
4.325,-0.9259,-0.377768
4.3275,-0.926842,-0.375452
4.33,-0.927778,-0.373134
4.3325,-0.928707,-0.370813
4.335,-0.929632,-0.36849
4.3375,-0.93055,-0.366165
4.34,-0.931462,-0.363838
4.3425,-0.932369,-0.361508
4.345,-0.93327,-0.359176
4.3475,-0.934165,-0.356841
4.35,-0.935054,-0.354505
4.3525,-0.935938,-0.352166
4.355,-0.936815,-0.349825
4.3575,-0.937687,-0.347482
4.36,-0.938552,-0.345137
4.3625,-0.939412,-0.342789
4.365,-0.940266,-0.34044
4.3675,-0.941115,-0.338088
4.37,-0.941957,-0.335734
4.3725,-0.942793,-0.333378
4.375,-0.943624,-0.33102
4.3775,-0.944448,-0.32866
4.38,-0.945267,-0.326298
4.3825,-0.94608,-0.323934
4.385,-0.946887,-0.321567
4.3875,-0.947688,-0.319199
4.39,-0.948483,-0.316829
4.3925,-0.949272,-0.314457
4.395,-0.950055,-0.312083
4.3975,-0.950832,-0.309707
4.4,-0.951603,-0.307329
4.4025,-0.952369,-0.304949
4.405,-0.953128,-0.302567
4.4075,-0.953882,-0.300183
4.41,-0.954629,-0.297797
4.4125,-0.955371,-0.29541
4.415,-0.956106,-0.29302
4.4175,-0.956836,-0.290629
4.42,-0.957559,-0.288236
4.4225,-0.958277,-0.285841
4.425,-0.958989,-0.283445
4.4275,-0.959694,-0.281046
4.43,-0.960394,-0.278646
4.4325,-0.961087,-0.276245
4.435,-0.961775,-0.273841
4.4375,-0.962457,-0.271436
4.44,-0.963132,-0.269029
4.4425,-0.963802,-0.26662
4.445,-0.964465,-0.26421
4.4475,-0.965123,-0.261798
4.45,-0.965774,-0.259384
4.4525,-0.96642,-0.256969
4.455,-0.967059,-0.254552
4.4575,-0.967692,-0.252133
4.46,-0.96832,-0.249713
4.4625,-0.968941,-0.247292
4.465,-0.969556,-0.244869
4.4675,-0.970165,-0.242444
4.47,-0.970768,-0.240018
4.4725,-0.971365,-0.23759
4.475,-0.971956,-0.235161
4.4775,-0.972541,-0.23273
4.48,-0.97312,-0.230298
4.4825,-0.973693,-0.227865
4.485,-0.974259,-0.22543
4.4875,-0.97482,-0.222994
4.49,-0.975374,-0.220556
4.4925,-0.975923,-0.218117
